"time [s]";"load factor";"airspeed [km/h]"
1.0;1.28;57.0586
1.1;1.17;50.4749
1.2;1.11;57.0586
1.3;1.12;60.3504
1.4;1.15;55.9613
1.5;1.27;53.7667
1.6;1.55;58.1558
1.7;0.73;55.9613
1.8;1.28;52.6694
1.9;1.3;55.9613
2.0;1.27;58.1558
2.1;1.35;55.9613
2.2;1.23;50.4749
2.3;1.19;46.0858
2.4;1.19;53.7667
2.5;1.2;55.9613
2.6;1.27;55.9613
2.7;1.39;54.864
2.8;1.2;55.9613
2.9;1.38;54.864
3.0;1.41;61.4477
3.1;1.28;61.4477
3.2;1.27;61.4477
3.3;1.31;57.0586
3.4;1.14;62.545
3.5;1.32;62.545
3.6;1.29;61.4477
3.7;1;59.2531
3.8;1.25;55.9613
3.9;1.68;61.4477
4.0;1.06;64.7395
4.1;1.12;61.4477
4.2;1.65;60.3504
4.3;1.24;63.6422
4.4;1.58;60.3504
4.5;1.19;59.2531
4.6;1.08;59.2531
4.7;1.09;54.864
4.8;1.18;51.5722
4.9;1.01;58.1558
5.0;0.88;58.1558
5.1;0.88;54.864
5.2;1.09;53.7667
5.3;1.1;52.6694
5.4;1.1;47.183
5.5;0.98;44.9885
5.6;0.93;44.9885
5.7;0.98;47.183
5.8;1.19;51.5722
5.9;1.32;55.9613
6.0;1.14;54.864
6.1;1.13;57.0586
6.2;1.19;58.1558
6.3;1.32;55.9613
6.4;1.43;60.3504
6.5;1.52;64.7395
6.6;1.4;65.8368
6.7;1.56;64.7395
6.8;1.62;65.8368
6.9;1.77;63.6422
7.0;1.67;64.7395
7.1;1.73;71.3232
7.2;1.68;68.0314
7.3;1.59;75.7123
7.4;1.86;76.8096
7.5;2.23;75.7123
7.6;2.18;79.0042
7.7;2;80.1014
7.8;1.14;80.1014
7.9;1.01;80.1014
8.0;1.09;82.296
8.1;0.98;85.5878
8.2;0.87;85.5878
8.3;1.14;86.6851
8.4;1.34;86.6851
8.5;1.2;89.977
8.6;1.19;92.1715
8.7;1.26;92.1715
8.8;1.32;93.2688
8.9;1.94;95.4634
9.0;1.88;93.2688
9.1;1.68;93.2688
9.2;1.36;94.3661
9.3;1.14;95.4634
9.4;1.27;95.4634
9.5;1.3;95.4634
9.6;1.33;95.4634
9.7;1.32;93.2688
9.8;0.88;93.2688
9.9;1.15;93.2688
10.0;1.21;94.3661
10.1;1.26;93.2688
10.2;1.82;88.8797
10.3;1.53;86.6851
10.4;1.05;85.5878
10.5;0.98;83.3933
10.6;1.13;85.5878
10.7;0.93;81.1987
10.8;0.97;76.8096
10.9;0.89;74.615
11.0;0.73;73.5178
11.1;0.81;72.4205
11.2;0.99;70.2259
11.3;0.94;70.2259
11.4;0.69;73.5178
11.5;0.74;70.2259
11.6;0.71;73.5178
11.7;1.02;69.1286
11.8;0.91;73.5178
11.9;0.93;75.7123
12.0;0.95;75.7123
12.1;1.02;74.615
12.2;1.13;72.4205
12.3;1.04;72.4205
12.4;0.85;74.615
12.5;0.91;74.615
12.6;1.14;76.8096
12.7;1.3;75.7123
12.8;1.63;76.8096
12.9;1.27;75.7123
13.0;1.41;77.9069
13.1;1.54;76.8096
13.2;1.45;79.0042
13.3;1.37;79.0042
13.4;1.17;75.7123
13.5;1.13;76.8096
13.6;1.53;77.9069
13.7;1.5;79.0042
13.8;1.43;80.1014
13.9;1.49;80.1014
14.0;1.52;79.0042
14.1;1.26;76.8096
14.2;1.08;75.7123
14.3;1.15;70.2259
14.4;0.8;72.4205
14.5;0.55;75.7123
14.6;1.2;72.4205
14.7;1.29;74.615
14.8;1.37;76.8096
14.9;1.47;76.8096
15.0;1.45;74.615
15.1;1.4;76.8096
15.2;1.44;76.8096
15.3;1.23;75.7123
15.4;1.26;79.0042
15.5;1.86;81.1987
15.6;1.66;79.0042
15.7;1.33;79.0042
15.8;1.42;77.9069
15.9;1.34;79.0042
16.0;1.48;81.1987
16.1;1.45;80.1014
16.2;1.18;77.9069
16.3;1.23;76.8096
16.4;1.22;76.8096
16.5;1.33;75.7123
16.6;1.33;74.615
16.7;1.22;77.9069
16.8;1.29;75.7123
16.9;1.17;76.8096
17.0;1.28;79.0042
17.1;1.14;81.1987
17.2;1.2;83.3933
17.3;1.3;86.6851
17.4;1.11;87.7824
17.5;1.38;89.977
17.6;1.26;91.0742
17.7;1.3;93.2688
17.8;1.46;94.3661
17.9;1.45;96.5606
18.0;1.52;98.7552
18.1;1.61;95.4634
18.2;1.87;95.4634
18.3;1.88;99.8525
18.4;2.03;100.95
18.5;1.85;100.95
18.6;2.03;103.144
18.7;1.79;104.242
18.8;1.78;105.339
18.9;1.93;100.95
19.0;1.75;104.242
19.1;1.2;100.95
19.2;1.49;103.144
19.3;1.41;103.144
19.4;1.6;103.144
19.5;1.3;102.047
19.6;1.42;103.144
19.7;1.35;102.047
19.8;1.22;97.6579
19.9;1.04;95.4634
20.0;1.15;95.4634
20.1;1.34;95.4634
20.2;1.3;94.3661
20.3;1.11;95.4634
20.4;1.15;94.3661
20.5;1.23;93.2688
20.6;1.53;93.2688
20.7;1.59;92.1715
20.8;1.55;92.1715
20.9;1.75;92.1715
21.0;1.55;95.4634
21.1;1.79;96.5606
21.2;1.63;93.2688
21.3;1.54;92.1715
21.4;1.4;89.977
21.5;1.28;88.8797
21.6;1.16;85.5878
21.7;1.37;86.6851
21.8;1.36;87.7824
21.9;1.24;91.0742
22.0;1.69;88.8797
22.1;1.42;86.6851
22.2;1.42;83.3933
22.3;1.21;85.5878
22.4;1.16;86.6851
22.5;1.12;83.3933
22.6;1.18;82.296
22.7;1.04;82.296
22.8;1.02;83.3933
22.9;1.02;82.296
23.0;1.56;77.9069
23.1;1.58;80.1014
23.2;1.2;76.8096
23.3;1;76.8096
23.4;0.85;80.1014
23.5;1.37;76.8096
23.6;1.02;75.7123
23.7;0.36;88.8797
23.8;1.08;81.1987
23.9;1.61;83.3933
24.0;1.38;84.4906
24.1;1.88;84.4906
24.2;1.91;85.5878
24.3;1.31;87.7824
24.4;1.35;87.7824
24.5;1.43;86.6851
24.6;1.34;87.7824
24.7;1.41;88.8797
24.8;1.33;86.6851
24.9;1.41;85.5878
25.0;1.55;86.6851
25.1;1.54;85.5878
25.2;1.29;88.8797
25.3;1.51;88.8797
25.4;1.32;87.7824
25.5;1.33;87.7824
25.6;1.41;88.8797
25.7;1.4;87.7824
25.8;1.35;87.7824
25.9;1.27;89.977
26.0;1.34;92.1715
26.1;1.47;89.977
26.2;1.45;92.1715
26.3;1.48;92.1715
26.4;1.4;94.3661
26.5;1.43;95.4634
26.6;1.18;94.3661
26.7;1.21;98.7552
26.8;1.31;99.8525
26.9;1.24;99.8525
27.0;0.95;98.7552
27.1;0.81;102.047
27.2;1.07;103.144
27.3;1.3;104.242
27.4;1.6;106.436
27.5;1.68;105.339
27.6;1.38;108.631
27.7;1.2;106.436
27.8;1.15;106.436
27.9;1.2;109.728
28.0;1.38;113.02
28.1;1.52;108.631
28.2;1.52;113.02
28.3;1.44;110.825
28.4;1.09;113.02
28.5;1.32;114.117
28.6;1.49;117.409
28.7;1.38;111.923
28.8;1.24;114.117
28.9;1.12;113.02
29.0;0.91;109.728
29.1;1.13;109.728
29.2;1.21;107.533
29.3;1.06;104.242
29.4;1.01;104.242
29.5;1.12;105.339
29.6;1.18;107.533
29.7;0.94;106.436
29.8;1.13;102.047
29.9;1.35;103.144
30.0;1.73;104.242
30.1;1.86;104.242
30.2;1.75;104.242
30.3;1.85;106.436
30.4;1.51;102.047
30.5;1.44;98.7552
30.6;1.29;98.7552
30.7;1.39;97.6579
30.8;1.49;95.4634
30.9;1.61;94.3661
31.0;1.66;94.3661
31.1;1.38;92.1715
31.2;1.56;92.1715
31.3;1.43;93.2688
31.4;1.24;93.2688
31.5;1.32;91.0742
31.6;1.59;91.0742
31.7;1.63;93.2688
31.8;1.67;93.2688
31.9;1.53;96.5606
32.0;1.68;99.8525
32.1;1.85;103.144
32.2;1.61;102.047
32.3;1.57;102.047
32.4;1.91;103.144
32.5;1.66;98.7552
32.6;1.54;97.6579
32.7;1.49;96.5606
32.8;1.28;93.2688
32.9;1.27;89.977
33.0;1.1;88.8797
33.1;1.11;95.4634
33.2;1.44;99.8525
33.3;1.44;105.339
33.4;1.35;106.436
33.5;1.64;105.339
33.6;1.54;105.339
33.7;1.57;104.242
33.8;1.68;104.242
33.9;1.72;103.144
34.0;1.53;103.144
34.1;1.82;103.144
34.2;1.87;104.242
34.3;1.85;99.8525
34.4;2.18;98.7552
34.5;1.84;98.7552
34.6;2.08;100.95
34.7;2.09;100.95
34.8;2.05;100.95
34.9;1.94;102.047
35.0;1.67;99.8525
35.1;1.25;99.8525
35.2;0.94;98.7552
35.3;0.97;94.3661
35.4;0.89;95.4634
35.5;1.04;94.3661
35.6;0.95;96.5606
35.7;0.94;97.6579
35.8;1.19;98.7552
35.9;1.16;98.7552
36.0;1.04;96.5606
36.1;0.87;94.3661
36.2;0.79;95.4634
36.3;1.09;94.3661
36.4;1.3;95.4634
36.5;1.14;99.8525
36.6;1.13;99.8525
36.7;1.18;98.7552
36.8;1.3;97.6579
36.9;1.24;95.4634
37.0;1.13;96.5606
37.1;1.11;96.5606
37.2;1.23;97.6579
37.3;1.24;95.4634
37.4;1.16;95.4634
37.5;1.21;98.7552
37.6;1.26;94.3661
37.7;1.24;95.4634
37.8;1.2;93.2688
37.9;1.14;92.1715
38.0;1.36;91.0742
38.1;1.18;91.0742
38.2;1.21;92.1715
38.3;1.36;89.977
38.4;0.89;89.977
38.5;1.43;89.977
38.6;1.42;91.0742
38.7;1.11;87.7824
38.8;1.09;87.7824
38.9;1.07;87.7824
39.0;1.19;86.6851
39.1;1.17;87.7824
39.2;1.06;86.6851
39.3;1.16;86.6851
39.4;1.21;87.7824
39.5;1.21;88.8797
39.6;1.2;88.8797
39.7;1.37;89.977
39.8;1.47;89.977
39.9;1.38;91.0742
40.0;1.39;92.1715
40.1;1.38;92.1715
40.2;1.47;93.2688
40.3;1.48;94.3661
40.4;1.47;95.4634
40.5;1.62;95.4634
40.6;1.7;97.6579
40.7;1.81;100.95
40.8;1.76;100.95
40.9;1.7;102.047
41.0;1.47;100.95
41.1;1.34;103.144
41.2;1.53;105.339
41.3;1.61;106.436
41.4;1.48;106.436
41.5;1.54;108.631
41.6;1.86;110.825
41.7;1.96;111.923
41.8;1.86;110.825
41.9;1.82;114.117
42.0;1.96;114.117
42.1;1.97;113.02
42.2;2.06;115.214
42.3;1.83;115.214
42.4;1.66;116.312
42.5;1.75;117.409
42.6;1.72;120.701
42.7;1.49;120.701
42.8;1.14;120.701
42.9;1.14;118.506
43.0;1.69;115.214
43.1;2.15;115.214
43.2;2.06;117.409
43.3;1.69;116.312
43.4;1.36;117.409
43.5;1.11;115.214
43.6;1.08;110.825
43.7;1.51;107.533
43.8;1.26;106.436
43.9;0.75;105.339
44.0;0.95;102.047
44.1;0.88;99.8525
44.2;0.48;102.047
44.3;0.78;102.047
44.4;0.81;100.95
44.5;0.99;98.7552
44.6;0.91;95.4634
44.7;0.89;93.2688
44.8;1.11;92.1715
44.9;1.21;93.2688
45.0;1.28;93.2688
45.1;1.44;93.2688
45.2;1.34;91.0742
45.3;1.17;88.8797
45.4;1.15;88.8797
45.5;1.21;85.5878
45.6;1.06;85.5878
45.7;0.92;84.4906
45.8;0.98;84.4906
45.9;0.89;85.5878
46.0;0.82;85.5878
46.1;0.76;85.5878
46.2;0.86;86.6851
46.3;0.84;85.5878
46.4;0.92;85.5878
46.5;1.01;84.4906
46.6;1.28;84.4906
46.7;1.41;84.4906
46.8;1.5;86.6851
46.9;1.47;86.6851
47.0;1.37;87.7824
47.1;1.33;87.7824
47.2;1.35;87.7824
47.3;1.26;87.7824
47.4;1.1;86.6851
47.5;1.09;86.6851
47.6;1.06;86.6851
47.7;1.1;86.6851
47.8;1.13;87.7824
47.9;1.14;86.6851
48.0;1.18;86.6851
48.1;1.19;86.6851
48.2;1.18;87.7824
48.3;1.18;87.7824
48.4;1.33;87.7824
48.5;1.51;86.6851
48.6;1.44;86.6851
48.7;1.38;85.5878
48.8;1.38;85.5878
48.9;1.38;85.5878
49.0;1.36;85.5878
49.1;1.41;84.4906
49.2;1.38;84.4906
49.3;1.28;83.3933
49.4;1.12;82.296
49.5;1.12;82.296
49.6;1.26;83.3933
49.7;1.29;83.3933
49.8;1.11;81.1987
49.9;1.17;82.296
50.0;1.04;84.4906
50.1;1.04;79.0042
50.2;0.8;83.3933
50.3;0.69;83.3933
50.4;1.49;84.4906
50.5;1.32;83.3933
50.6;0.74;83.3933
50.7;0.7;81.1987
50.8;1.03;86.6851
50.9;0.92;91.0742
51.0;1.1;91.0742
51.1;1.06;93.2688
51.2;1.26;93.2688
51.3;1.71;102.047
51.4;2.04;104.242
51.5;2.37;102.047
51.6;2.63;103.144
51.7;2.06;107.533
51.8;2.08;106.436
51.9;1.89;108.631
52.0;1.56;105.339
52.1;0.99;106.436
52.2;1.37;105.339
52.3;1.43;108.631
52.4;1.21;110.825
52.5;1.34;110.825
52.6;1.38;116.312
52.7;1.37;115.214
52.8;1.22;116.312
52.9;1.62;114.117
53.0;1.48;115.214
53.1;1.33;118.506
53.2;1.15;118.506
53.3;1.13;116.312
53.4;1.04;116.312
53.5;1.08;115.214
53.6;1.14;116.312
53.7;1.55;114.117
53.8;1.72;111.923
53.9;1.59;110.825
54.0;1.53;113.02
54.1;1.53;109.728
54.2;1.46;109.728
54.3;1.49;107.533
54.4;1.54;106.436
54.5;1.53;105.339
54.6;1.54;103.144
54.7;1.47;102.047
54.8;1.4;102.047
54.9;1.36;102.047
55.0;1.28;99.8525
55.1;1.29;98.7552
55.2;1.14;96.5606
55.3;1.32;96.5606
55.4;1.41;97.6579
55.5;1.31;98.7552
55.6;1.16;98.7552
55.7;1.28;99.8525
55.8;1.43;100.95
55.9;1.37;99.8525
56.0;1.33;99.8525
56.1;1.49;99.8525
56.2;1.54;98.7552
56.3;1.32;99.8525
56.4;1.27;99.8525
56.5;1.51;99.8525
56.6;1.46;98.7552
56.7;1.51;99.8525
56.8;1.61;97.6579
56.9;1.54;99.8525
57.0;1.59;98.7552
57.1;1.44;99.8525
57.2;1.54;98.7552
57.3;1.36;99.8525
57.4;1.26;98.7552
57.5;1.18;97.6579
57.6;1.11;97.6579
57.7;0.93;96.5606
57.8;0.91;95.4634
57.9;0.93;94.3661
58.0;0.9;93.2688
58.1;0.86;92.1715
58.2;0.9;91.0742
58.3;0.84;91.0742
58.4;0.89;89.977
58.5;1.3;91.0742
58.6;1.52;92.1715
58.7;1.47;91.0742
58.8;1.3;88.8797
58.9;1.22;88.8797
59.0;1.11;89.977
59.1;1.12;89.977
59.2;1.15;91.0742
59.3;1.28;91.0742
59.4;1.23;93.2688
59.5;1.1;93.2688
59.6;1.18;93.2688
59.7;1.16;94.3661
59.8;1.11;94.3661
59.9;1.3;92.1715
60.0;1.27;93.2688
60.1;1.28;92.1715
60.2;1.81;98.7552
60.3;1.63;99.8525
60.4;1.3;100.95
60.5;1.89;98.7552
60.6;1.83;93.2688
60.7;1.48;94.3661
60.8;1.63;95.4634
60.9;1.74;94.3661
61.0;1.94;93.2688
61.1;1.85;92.1715
61.2;1.74;89.977
61.3;1.82;89.977
61.4;1.32;91.0742
61.5;1.28;86.6851
61.6;1.47;81.1987
61.7;1.53;82.296
61.8;1.41;79.0042
61.9;1.15;79.0042
62.0;1.02;75.7123
62.1;1.05;75.7123
62.2;1.08;76.8096
62.3;1.1;77.9069
62.4;1.19;76.8096
62.5;1.15;75.7123
62.6;1.13;75.7123
62.7;1.08;73.5178
62.8;1.18;73.5178
62.9;1.21;73.5178
63.0;1.41;74.615
63.1;1.41;77.9069
63.2;1.45;77.9069
63.3;1.57;79.0042
63.4;1.66;82.296
63.5;1.78;81.1987
63.6;1.87;85.5878
63.7;1.95;85.5878
63.8;2.03;85.5878
63.9;2.08;87.7824
64.0;2.13;89.977
64.1;2.17;87.7824
64.2;2.06;85.5878
64.3;1.79;86.6851
64.4;1.38;85.5878
64.5;1.17;85.5878
64.6;1.08;85.5878
64.7;1.05;85.5878
64.8;1.03;85.5878
64.9;1.17;86.6851
65.0;1.33;87.7824
65.1;1.5;87.7824
65.2;1.51;88.8797
65.3;1.42;87.7824
65.4;1.39;88.8797
65.5;1.4;87.7824
65.6;1.32;88.8797
65.7;1.2;87.7824
65.8;1.08;88.8797
65.9;1;89.977
66.0;1.08;89.977
66.1;1.23;91.0742
66.2;1.51;92.1715
66.3;1.63;93.2688
66.4;1.76;92.1715
66.5;1.59;92.1715
66.6;1.36;91.0742
66.7;1.23;91.0742
66.8;1.27;92.1715
66.9;1.27;93.2688
67.0;1.13;93.2688
67.1;1.17;92.1715
67.2;1.24;91.0742
67.3;1.13;92.1715
67.4;1.14;93.2688
67.5;0.96;94.3661
67.6;0.78;97.6579
67.7;0.57;99.8525
67.8;0.71;99.8525
67.9;0.73;98.7552
68.0;0.97;96.5606
68.1;1.22;95.4634
68.2;1.5;96.5606
68.3;1.48;95.4634
68.4;0.98;95.4634
68.5;0.46;93.2688
68.6;0.42;93.2688
68.7;0.79;97.6579
68.8;0.76;100.95
68.9;1.08;102.047
69.0;1;100.95
69.1;1.13;100.95
69.2;1.13;100.95
69.3;1.16;97.6579
69.4;0.92;97.6579
69.5;0.98;98.7552
69.6;1.03;99.8525
69.7;1.16;100.95
69.8;1.11;99.8525
69.9;1.09;99.8525
70.0;1.2;99.8525
70.1;1.27;100.95
70.2;1.11;102.047
70.3;0.97;103.144
70.4;1.07;103.144
70.5;1.09;103.144
70.6;1.08;100.95
70.7;1.08;99.8525
70.8;1.09;99.8525
70.9;1.45;98.7552
71.0;1.61;98.7552
71.1;1.7;99.8525
71.2;1.71;97.6579
71.3;1.67;96.5606
71.4;1.39;96.5606
71.5;1.26;95.4634
71.6;1.14;95.4634
71.7;1.11;93.2688
71.8;1.58;92.1715
71.9;1.25;93.2688
72.0;1.18;92.1715
72.1;1.24;91.0742
72.2;1.21;91.0742
72.3;1.31;92.1715
72.4;1.36;93.2688
72.5;1.28;95.4634
72.6;1.13;95.4634
72.7;0.89;96.5606
72.8;0.8;97.6579
72.9;0.82;94.3661
73.0;0.79;96.5606
73.1;0.93;99.8525
73.2;3.38;102.047
73.3;5.03;105.339
73.4;2.58;104.242
73.5;2.2;103.144
73.6;2.14;100.95
73.7;2;98.7552
73.8;1.95;98.7552
73.9;1.68;97.6579
74.0;1.62;96.5606
74.1;1.57;94.3661
74.2;1.47;94.3661
74.3;1.66;94.3661
74.4;1.65;92.1715
74.5;1.47;89.977
74.6;1.33;87.7824
74.7;1.21;86.6851
74.8;1.08;84.4906
74.9;1.02;82.296
75.0;0.99;81.1987
75.1;0.9;77.9069
75.2;0.82;79.0042
75.3;0.79;74.615
75.4;0.8;76.8096
75.5;0.69;73.5178
75.6;0.74;71.3232
75.7;0.78;75.7123
75.8;0.68;72.4205
75.9;0.75;70.2259
76.0;0.78;70.2259
76.1;0.73;74.615
76.2;0.78;72.4205
76.3;0.92;71.3232
76.4;0.91;70.2259
76.5;0.91;75.7123
76.6;0.88;72.4205
76.7;1.02;70.2259
76.8;1.07;75.7123
76.9;1.17;80.1014
77.0;1.17;81.1987
77.1;0.96;79.0042
77.2;1.13;74.615
77.3;0.87;73.5178
77.4;0.76;77.9069
77.5;0.9;80.1014
77.6;0.94;79.0042
77.7;0.88;84.4906
77.8;1.04;83.3933
77.9;1.17;87.7824
78.0;1.13;84.4906
78.1;1;85.5878
78.2;0.99;84.4906
78.3;1.04;86.6851
78.4;1.12;88.8797
78.5;1.08;91.0742
78.6;1.26;91.0742
78.7;1.2;89.977
78.8;1.17;89.977
78.9;1.09;89.977
79.0;1.14;89.977
79.1;1.01;91.0742
79.2;1.07;88.8797
79.3;1.17;92.1715
79.4;1.11;91.0742
79.5;1.03;88.8797
79.6;1.25;88.8797
79.7;1.2;89.977
79.8;0.83;86.6851
79.9;0.78;88.8797
80.0;0.95;91.0742
80.1;1.09;92.1715
80.2;1;94.3661
80.3;1.12;95.4634
80.4;1.05;95.4634
80.5;1.39;98.7552
80.6;1.31;103.144
80.7;1.2;102.047
80.8;1.36;99.8525
80.9;1.32;100.95
81.0;1.24;100.95
81.1;1.22;98.7552
81.2;1.11;99.8525
81.3;1.29;97.6579
81.4;1.07;95.4634
81.5;0.96;93.2688
81.6;0.7;94.3661
81.7;0.51;97.6579
81.8;1.03;96.5606
81.9;0.75;94.3661
82.0;0.68;93.2688
82.1;0.9;92.1715
82.2;0.74;91.0742
82.3;0.89;92.1715
82.4;0.93;95.4634
82.5;0.88;94.3661
82.6;1.05;94.3661
82.7;0.92;93.2688
82.8;0.95;92.1715
82.9;1.03;93.2688
83.0;0.99;95.4634
83.1;1.25;96.5606
83.2;1.45;97.6579
83.3;1.52;99.8525
83.4;1.18;97.6579
83.5;0.97;98.7552
83.6;1.23;100.95
83.7;1.17;99.8525
83.8;0.77;98.7552
83.9;1.3;97.6579
84.0;1.09;97.6579
84.1;1.31;99.8525
84.2;1.08;98.7552
84.3;1.06;97.6579
84.4;0.99;95.4634
84.5;1.07;95.4634
84.6;1.08;95.4634
84.7;1.02;94.3661
84.8;0.9;93.2688
84.9;0.8;95.4634
85.0;1.03;94.3661
85.1;1.02;96.5606
85.2;1.13;95.4634
85.3;1.08;96.5606
85.4;1.09;94.3661
85.5;1.04;94.3661
85.6;1.01;93.2688
85.7;0.92;92.1715
85.8;1.11;92.1715
85.9;1.33;92.1715
86.0;1.02;92.1715
86.1;1.02;92.1715
86.2;1.05;93.2688
86.3;1.15;93.2688
86.4;1.21;93.2688
86.5;1.1;93.2688
86.6;1.01;93.2688
86.7;1.1;93.2688
86.8;1.06;93.2688
86.9;1.03;94.3661
87.0;1.09;93.2688
87.1;1.14;94.3661
87.2;1.21;94.3661
87.3;1.13;92.1715
87.4;1.03;91.0742
87.5;1.14;89.977
87.6;1.02;89.977
87.7;1.01;91.0742
87.8;0.97;91.0742
87.9;1.05;91.0742
88.0;1.07;88.8797
88.1;1.01;89.977
88.2;0.97;91.0742
88.3;1.02;91.0742
88.4;1.08;91.0742
88.5;1.11;92.1715
88.6;1.14;92.1715
88.7;1.05;93.2688
88.8;1.03;92.1715
88.9;1.19;92.1715
89.0;1.2;92.1715
89.1;1.09;92.1715
89.2;1.03;92.1715
89.3;1.1;93.2688
89.4;1.08;92.1715
89.5;1.06;91.0742
89.6;1.01;89.977
89.7;1.09;91.0742
89.8;0.96;91.0742
89.9;0.93;91.0742
90.0;0.94;91.0742
90.1;0.94;92.1715
90.2;1.15;92.1715
90.3;1.12;91.0742
90.4;0.87;88.8797
90.5;1.03;91.0742
90.6;1.22;91.0742
90.7;1.04;91.0742
90.8;1.14;92.1715
90.9;1.2;93.2688
91.0;1.11;92.1715
91.1;1.12;93.2688
91.2;1.09;91.0742
91.3;1.08;93.2688
91.4;1.12;91.0742
91.5;1.11;92.1715
91.6;1.21;94.3661
91.7;1.08;96.5606
91.8;1.3;98.7552
91.9;1.23;96.5606
92.0;1.32;94.3661
92.1;1.2;92.1715
92.2;0.9;88.8797
92.3;0.74;89.977
92.4;0.84;88.8797
92.5;0.92;88.8797
92.6;0.86;89.977
92.7;0.94;88.8797
92.8;0.93;88.8797
92.9;0.97;89.977
93.0;1.08;89.977
93.1;1.09;89.977
93.2;0.92;92.1715
93.3;1.1;94.3661
93.4;1.28;95.4634
93.5;1.1;93.2688
93.6;1.05;89.977
93.7;1.15;91.0742
93.8;1.15;91.0742
93.9;1.05;91.0742
94.0;1.05;93.2688
94.1;1.22;94.3661
94.2;1.23;95.4634
94.3;0.86;96.5606
94.4;1.22;97.6579
94.5;1.2;98.7552
94.6;1.13;98.7552
94.7;1.17;96.5606
94.8;1.23;89.977
94.9;1.24;92.1715
95.0;1;93.2688
95.1;1.05;93.2688
95.2;1.2;91.0742
95.3;1.05;89.977
95.4;1.14;93.2688
95.5;1.1;93.2688
95.6;1.11;93.2688
95.7;1.17;94.3661
95.8;1.05;92.1715
95.9;1.08;92.1715
96.0;0.96;89.977
96.1;0.88;88.8797
96.2;0.89;89.977
96.3;0.94;88.8797
96.4;0.84;89.977
96.5;0.91;89.977
96.6;0.76;87.7824
96.7;0.72;88.8797
96.8;0.88;91.0742
96.9;1.23;91.0742
97.0;1.11;89.977
97.1;0.78;91.0742
97.2;0.9;91.0742
97.3;1.09;92.1715
97.4;1.03;93.2688
97.5;1.14;93.2688
97.6;1.19;94.3661
97.7;1.07;92.1715
97.8;1.1;92.1715
97.9;1.25;93.2688
98.0;1.11;93.2688
98.1;1.27;94.3661
98.2;1.19;94.3661
98.3;1.26;93.2688
98.4;1.15;94.3661
98.5;1.15;94.3661
98.6;1.12;94.3661
98.7;1.21;94.3661
98.8;1.18;94.3661
98.9;1.12;93.2688
99.0;1.25;96.5606
99.1;1.21;97.6579
99.2;1.37;99.8525
99.3;1.03;96.5606
99.4;1.14;93.2688
99.5;1.2;93.2688
99.6;0.95;95.4634
99.7;1;95.4634
99.8;1.02;95.4634
99.9;1.11;96.5606
100.0;1.02;95.4634
100.1;1.06;94.3661
100.2;1.09;93.2688
100.3;1.18;95.4634
100.4;0.99;96.5606
100.5;0.78;96.5606
100.6;1.15;94.3661
100.7;0.74;97.6579
100.8;0.78;95.4634
100.9;1.19;94.3661
101.0;1.02;92.1715
101.1;1.19;96.5606
101.2;1.01;98.7552
101.3;0.85;97.6579
101.4;0.6;96.5606
101.5;1.04;95.4634
101.6;0.76;93.2688
101.7;0.68;94.3661
101.8;0.76;93.2688
101.9;0.66;93.2688
102.0;1.04;96.5606
102.1;1.5;98.7552
102.2;0.94;100.95
102.3;1.3;100.95
102.4;1.28;100.95
102.5;1.14;100.95
102.6;1.18;103.144
102.7;1.21;103.144
102.8;1.3;102.047
102.9;1.23;104.242
103.0;1.24;102.047
103.1;1.29;102.047
103.2;1.3;99.8525
103.3;1.07;98.7552
103.4;0.95;96.5606
103.5;1;95.4634
103.6;0.95;96.5606
103.7;1.01;96.5606
103.8;1;95.4634
103.9;1.13;96.5606
104.0;1.11;97.6579
104.1;1.05;95.4634
104.2;1.04;96.5606
104.3;1.11;96.5606
104.4;1.05;95.4634
104.5;1.1;95.4634
104.6;1.07;94.3661
104.7;1.07;95.4634
104.8;1.13;95.4634
104.9;1.09;94.3661
105.0;1.13;95.4634
105.1;1.13;93.2688
105.2;1.1;95.4634
105.3;1.06;93.2688
105.4;1.1;95.4634
105.5;1.1;93.2688
105.6;1.08;95.4634
105.7;1.08;92.1715
105.8;1.05;95.4634
105.9;1.08;94.3661
106.0;1;93.2688
106.1;1.08;96.5606
106.2;1.13;95.4634
106.3;1.05;97.6579
106.4;1.19;97.6579
106.5;1.23;98.7552
106.6;1.12;96.5606
106.7;0.98;96.5606
106.8;0.91;96.5606
106.9;1.09;97.6579
107.0;0.99;95.4634
107.1;0.96;97.6579
107.2;1.06;95.4634
107.3;0.96;96.5606
107.4;0.99;95.4634
107.5;1.01;95.4634
107.6;1.09;94.3661
107.7;0.95;94.3661
107.8;1.06;96.5606
107.9;1.12;97.6579
108.0;1.02;94.3661
108.1;1.07;97.6579
108.2;1.03;95.4634
108.3;1.23;96.5606
108.4;1.22;99.8525
108.5;1.12;98.7552
108.6;1.04;99.8525
108.7;1.05;97.6579
108.8;1.21;97.6579
108.9;1.01;95.4634
109.0;0.82;96.5606
109.1;0.88;97.6579
109.2;1.17;97.6579
109.3;1.2;98.7552
109.4;0.95;98.7552
109.5;0.95;100.95
109.6;1.13;98.7552
109.7;1.07;98.7552
109.8;1.04;98.7552
109.9;1.02;97.6579
110.0;1.02;96.5606
110.1;1.01;96.5606
110.2;0.98;98.7552
110.3;1.06;96.5606
110.4;0.93;97.6579
110.5;0.99;98.7552
